city,date,predicted_mean_c,predicted_spill_c,strategy,resolved_c,resolved_unit,deviation_c,win_loss,bucket_label
"Lucknow, IN",2026-08-12,35.36,35,modifisert,35.0,C,0.36,WIN,35.0°C
"Lucknow, IN",2026-08-12,35.8,33,p5,35.0,C,0.8,LOSS,35.0°C
"Lucknow, IN",2026-08-12,35.8,34,sigma,35.0,C,0.8,LOSS,35.0°C
"Madrid, ES",2026-08-12,37.4,37,mean,38.0,C,-0.6,LOSS,38.0°C
"Madrid, ES",2026-08-12,37.54,39,modifisert,38.0,C,-0.46,LOSS,38.0°C
"Madrid, ES",2026-08-12,37.4,36,p5,38.0,C,-0.6,LOSS,38.0°C
"Madrid, ES",2026-08-12,37.4,37,sigma,38.0,C,-0.6,LOSS,38.0°C
"Manila, PH",2026-08-12,29.1,29,mean,30.0,C,-0.9,LOSS,30.0°C
"Manila, PH",2026-08-12,29.52,30,modifisert,30.0,C,-0.48,WIN,30.0°C
"Manila, PH",2026-08-12,29.1,28,p5,30.0,C,-0.9,LOSS,30.0°C
"Manila, PH",2026-08-12,29.1,28,sigma,30.0,C,-0.9,LOSS,30.0°C
"Mexico City, MX",2026-08-12,24.7,25,mean,25.0,C,-0.3,WIN,25.0°C
"Mexico City, MX",2026-08-12,25.08,25,modifisert,25.0,C,0.08,WIN,25.0°C
"Mexico City, MX",2026-08-12,24.7,22,p5,25.0,C,-0.3,LOSS,25.0°C
"Mexico City, MX",2026-08-12,24.7,23,sigma,25.0,C,-0.3,LOSS,25.0°C
"Miami, US",2026-08-12,33.1,33,mean,33.61,F,-0.51,LOSS,92-93°F
"Miami, US",2026-08-12,34.04,35,modifisert,33.61,F,0.43,LOSS,92-93°F
"Miami, US",2026-08-12,33.1,32,p5,33.61,F,-0.51,LOSS,92-93°F
"Miami, US",2026-08-12,33.1,32,sigma,33.61,F,-0.51,LOSS,92-93°F
"Milan, IT",2026-08-12,34.8,35,mean,36.0,C,-1.2,LOSS,36.0°C
"Milan, IT",2026-08-12,35.4,36,modifisert,36.0,C,-0.6,WIN,36.0°C
"Milan, IT",2026-08-12,34.8,31,p5,36.0,C,-1.2,LOSS,36.0°C
"Milan, IT",2026-08-12,34.8,33,sigma,36.0,C,-1.2,LOSS,36.0°C
"Moscow, RU",2026-08-12,17.5,18,mean,18.0,C,-0.5,WIN,18.0°C
"Moscow, RU",2026-08-12,17.4,18,modifisert,18.0,C,-0.6,WIN,18.0°C
"Moscow, RU",2026-08-12,17.5,16,p5,18.0,C,-0.5,LOSS,18.0°C
"Moscow, RU",2026-08-12,17.5,17,sigma,18.0,C,-0.5,LOSS,18.0°C
"Munich, DE",2026-08-12,28.4,28,mean,30.0,C,-1.6,LOSS,30.0°C
"Munich, DE",2026-08-12,29.4,32,modifisert,30.0,C,-0.6,LOSS,30.0°C
"Munich, DE",2026-08-12,28.4,27,p5,30.0,C,-1.6,LOSS,30.0°C
"Munich, DE",2026-08-12,28.4,27,sigma,30.0,C,-1.6,LOSS,30.0°C
"New York, US",2026-08-12,30.9,31,mean,30.28,F,0.62,LOSS,86-87°F
"New York, US",2026-08-12,30.66,31,modifisert,30.28,F,0.38,LOSS,86-87°F
"New York, US",2026-08-12,30.9,29,p5,30.28,F,0.62,LOSS,86-87°F
"New York, US",2026-08-12,30.9,30,sigma,30.28,F,0.62,WIN,86-87°F
"Panama City, PA",2026-08-12,32.0,32,mean,33.0,C,-1.0,LOSS,33.0°C
"Panama City, PA",2026-08-12,33.2,35,modifisert,33.0,C,0.2,LOSS,33.0°C
"Panama City, PA",2026-08-12,32.0,30,p5,33.0,C,-1.0,LOSS,33.0°C
"Panama City, PA",2026-08-12,32.0,31,sigma,33.0,C,-1.0,LOSS,33.0°C
"Paris, FR",2026-08-12,34.6,35,mean,35.0,C,-0.4,WIN,35.0°C
"Paris, FR",2026-08-12,34.97,35,modifisert,35.0,C,-0.03,WIN,35.0°C
"Paris, FR",2026-08-12,34.6,32,p5,35.0,C,-0.4,LOSS,35.0°C
"Paris, FR",2026-08-12,34.6,33,sigma,35.0,C,-0.4,LOSS,35.0°C
"Qingdao, CN",2026-08-12,30.8,31,mean,32.0,C,-1.2,LOSS,32.0°C
"Qingdao, CN",2026-08-12,31.0,32,modifisert,32.0,C,-1.0,WIN,32.0°C
"Qingdao, CN",2026-08-12,30.8,29,p5,32.0,C,-1.2,LOSS,32.0°C
"Qingdao, CN",2026-08-12,30.8,30,sigma,32.0,C,-1.2,LOSS,32.0°C
"San Francisco, US",2026-08-12,21.4,21,mean,22.5,F,-1.1,LOSS,72-73°F
"San Francisco, US",2026-08-12,20.94,22,modifisert,22.5,F,-1.56,LOSS,72-73°F
"San Francisco, US",2026-08-12,21.4,18,p5,22.5,F,-1.1,LOSS,72-73°F
"San Francisco, US",2026-08-12,21.4,19,sigma,22.5,F,-1.1,LOSS,72-73°F
"Sao Paulo, BR",2026-08-12,23.8,24,mean,24.0,C,-0.2,WIN,24.0°C
"Sao Paulo, BR",2026-08-12,24.69,25,modifisert,24.0,C,0.69,LOSS,24.0°C
"Sao Paulo, BR",2026-08-12,23.8,22,p5,24.0,C,-0.2,LOSS,24.0°C
"Sao Paulo, BR",2026-08-12,23.8,23,sigma,24.0,C,-0.2,LOSS,24.0°C
"Seattle, US",2026-08-12,24.3,24,mean,25.83,F,-1.53,LOSS,78-79°F
"Seattle, US",2026-08-12,25.14,26,modifisert,25.83,F,-0.69,WIN,78-79°F
"Seattle, US",2026-08-12,24.3,23,p5,25.83,F,-1.53,LOSS,78-79°F
"Seattle, US",2026-08-12,24.3,23,sigma,25.83,F,-1.53,LOSS,78-79°F
"Shanghai, CN",2026-08-12,27.7,28,mean,27.0,C,0.7,LOSS,27.0°C
"Shanghai, CN",2026-08-12,28.0,28,modifisert,27.0,C,1.0,LOSS,27.0°C
"Shanghai, CN",2026-08-12,27.7,26,p5,27.0,C,0.7,LOSS,27.0°C
"Shanghai, CN",2026-08-12,27.7,27,sigma,27.0,C,0.7,WIN,27.0°C
"Shenzhen, CN",2026-08-12,34.7,35,mean,36.0,C,-1.3,LOSS,36.0°C
"Shenzhen, CN",2026-08-12,35.18,35,modifisert,36.0,C,-0.82,LOSS,36.0°C
"Shenzhen, CN",2026-08-12,34.7,32,p5,36.0,C,-1.3,LOSS,36.0°C
"Shenzhen, CN",2026-08-12,34.7,33,sigma,36.0,C,-1.3,LOSS,36.0°C
"Singapore, SG",2026-08-12,31.5,32,mean,32.0,C,-0.5,WIN,32.0°C
"Singapore, SG",2026-08-12,32.11,33,modifisert,32.0,C,0.11,LOSS,32.0°C
"Singapore, SG",2026-08-12,31.5,30,p5,32.0,C,-0.5,LOSS,32.0°C
"Singapore, SG",2026-08-12,31.5,30,sigma,32.0,C,-0.5,LOSS,32.0°C
"Taipei, TW",2026-08-12,33.6,34,mean,36.0,C,-2.4,LOSS,36.0°C
"Taipei, TW",2026-08-12,33.6,36,modifisert,36.0,C,-2.4,WIN,36.0°C
"Taipei, TW",2026-08-12,33.6,31,p5,36.0,C,-2.4,LOSS,36.0°C
"Taipei, TW",2026-08-12,33.6,32,sigma,36.0,C,-2.4,LOSS,36.0°C
"Tel Aviv, IL",2026-08-12,35.5,36,mean,35.0,C,0.5,LOSS,35.0°C
"Tel Aviv, IL",2026-08-12,35.35,35,modifisert,35.0,C,0.35,WIN,35.0°C
"Tel Aviv, IL",2026-08-12,35.5,34,p5,35.0,C,0.5,LOSS,35.0°C
"Tel Aviv, IL",2026-08-12,35.5,34,sigma,35.0,C,0.5,LOSS,35.0°C
"Toronto, CA",2026-08-12,25.6,26,mean,27.0,C,-1.4,LOSS,27.0°C
"Toronto, CA",2026-08-12,25.71,26,modifisert,27.0,C,-1.29,LOSS,27.0°C
"Toronto, CA",2026-08-12,25.6,24,p5,27.0,C,-1.4,LOSS,27.0°C
"Toronto, CA",2026-08-12,25.6,24,sigma,27.0,C,-1.4,LOSS,27.0°C
"Warsaw, PL",2026-08-12,22.4,22,mean,22.0,C,0.4,WIN,22.0°C
"Warsaw, PL",2026-08-12,22.65,23,modifisert,22.0,C,0.65,LOSS,22.0°C
"Warsaw, PL",2026-08-12,22.4,20,p5,22.0,C,0.4,LOSS,22.0°C
"Warsaw, PL",2026-08-12,22.4,21,sigma,22.0,C,0.4,LOSS,22.0°C
"Wellington, NZ",2026-08-12,13.6,14,mean,14.0,C,-0.4,WIN,14.0°C
"Wellington, NZ",2026-08-12,13.57,14,modifisert,14.0,C,-0.43,WIN,14.0°C
"Wellington, NZ",2026-08-12,13.6,12,p5,14.0,C,-0.4,LOSS,14.0°C
"Wellington, NZ",2026-08-12,13.6,12,sigma,14.0,C,-0.4,LOSS,14.0°C
"Wuhan, CN",2026-08-12,29.3,29,mean,28.0,C,1.3,LOSS,28.0°C
"Wuhan, CN",2026-08-12,29.0,30,modifisert,28.0,C,1.0,LOSS,28.0°C
"Wuhan, CN",2026-08-12,29.3,28,p5,28.0,C,1.3,WIN,28.0°C
"Wuhan, CN",2026-08-12,29.3,28,sigma,28.0,C,1.3,WIN,28.0°C
"Zhengzhou, CN",2026-08-12,23.8,24,mean,25.0,C,-1.2,LOSS,25.0°C
"Zhengzhou, CN",2026-08-12,24.05,25,modifisert,25.0,C,-0.95,WIN,25.0°C
"Zhengzhou, CN",2026-08-12,23.8,23,p5,25.0,C,-1.2,LOSS,25.0°C
"Zhengzhou, CN",2026-08-12,23.8,23,sigma,25.0,C,-1.2,LOSS,25.0°C
"Amsterdam, NL",2026-08-13,31.7,32,mean,33.0,C,-1.3,LOSS,33.0°C
"Amsterdam, NL",2026-08-13,32.44,33,modifisert,33.0,C,-0.56,WIN,33.0°C
"Amsterdam, NL",2026-08-13,31.7,28,p5,33.0,C,-1.3,LOSS,33.0°C
"Amsterdam, NL",2026-08-13,31.7,30,sigma,33.0,C,-1.3,LOSS,33.0°C
"Ankara, TR",2026-08-13,29.5,30,mean,30.0,C,-0.5,WIN,30.0°C
"Ankara, TR",2026-08-13,30.17,31,modifisert,30.0,C,0.17,LOSS,30.0°C
"Ankara, TR",2026-08-13,29.5,28,p5,30.0,C,-0.5,LOSS,30.0°C
"Ankara, TR",2026-08-13,29.5,29,sigma,30.0,C,-0.5,LOSS,30.0°C
"Atlanta, US",2026-08-13,32.9,33,mean,34.72,F,-1.82,LOSS,94-95°F
"Atlanta, US",2026-08-13,33.92,35,modifisert,34.72,F,-0.8,WIN,94-95°F
"Atlanta, US",2026-08-13,32.9,30,p5,34.72,F,-1.82,LOSS,94-95°F
"Atlanta, US",2026-08-13,32.9,31,sigma,34.72,F,-1.82,LOSS,94-95°F
"Austin, US",2026-08-13,38.0,38,mean,39.17,F,-1.17,LOSS,102-103°F
"Austin, US",2026-08-13,38.16,39,modifisert,39.17,F,-1.01,WIN,102-103°F
"Austin, US",2026-08-13,38.0,37,p5,39.17,F,-1.17,LOSS,102-103°F
"Austin, US",2026-08-13,38.0,37,sigma,39.17,F,-1.17,LOSS,102-103°F
"Buenos Aires, AR",2026-08-13,9.9,10,mean,10.0,C,-0.1,WIN,10.0°C
"Buenos Aires, AR",2026-08-13,10.27,11,modifisert,10.0,C,0.27,LOSS,10.0°C
"Buenos Aires, AR",2026-08-13,9.9,8,p5,10.0,C,-0.1,LOSS,10.0°C
"Buenos Aires, AR",2026-08-13,9.9,9,sigma,10.0,C,-0.1,LOSS,10.0°C
"Busan, KR",2026-08-13,31.3,31,mean,32.0,C,-0.7,LOSS,32.0°C
"Busan, KR",2026-08-13,31.52,33,modifisert,32.0,C,-0.48,LOSS,32.0°C
"Busan, KR",2026-08-13,31.3,29,p5,32.0,C,-0.7,LOSS,32.0°C
"Busan, KR",2026-08-13,31.3,30,sigma,32.0,C,-0.7,LOSS,32.0°C
"Cape Town, ZA",2026-08-13,27.3,27,mean,28.0,C,-0.7,LOSS,28.0°C
"Cape Town, ZA",2026-08-13,28.94,30,modifisert,28.0,C,0.94,LOSS,28.0°C
"Cape Town, ZA",2026-08-13,27.3,24,p5,28.0,C,-0.7,LOSS,28.0°C
"Cape Town, ZA",2026-08-13,27.3,26,sigma,28.0,C,-0.7,LOSS,28.0°C
"Chicago, US",2026-08-13,26.2,26,mean,25.83,F,0.37,WIN,78-79°F
"Chicago, US",2026-08-13,26.18,26,modifisert,25.83,F,0.35,WIN,78-79°F
"Chicago, US",2026-08-13,26.2,25,p5,25.83,F,0.37,LOSS,78-79°F
"Chicago, US",2026-08-13,26.2,25,sigma,25.83,F,0.37,LOSS,78-79°F
"Dallas, US",2026-08-13,38.8,39,mean,38.06,F,0.74,LOSS,100-101°F
"Dallas, US",2026-08-13,38.69,38,modifisert,38.06,F,0.63,WIN,100-101°F
"Dallas, US",2026-08-13,38.8,38,p5,38.06,F,0.74,WIN,100-101°F
"Dallas, US",2026-08-13,38.8,38,sigma,38.06,F,0.74,WIN,100-101°F
"Denver, US",2026-08-13,25.6,26,mean,26.94,F,-1.34,LOSS,80-81°F
"Denver, US",2026-08-13,26.75,28,modifisert,26.94,F,-0.19,LOSS,80-81°F
"Denver, US",2026-08-13,25.6,24,p5,26.94,F,-1.34,LOSS,80-81°F
"Denver, US",2026-08-13,25.6,24,sigma,26.94,F,-1.34,LOSS,80-81°F
"Helsinki, FI",2026-08-13,19.7,20,mean,19.0,C,0.7,LOSS,19.0°C
"Helsinki, FI",2026-08-13,19.48,20,modifisert,19.0,C,0.48,LOSS,19.0°C
"Helsinki, FI",2026-08-13,19.7,18,p5,19.0,C,0.7,LOSS,19.0°C
"Helsinki, FI",2026-08-13,19.7,19,sigma,19.0,C,0.7,WIN,19.0°C
"Houston, US",2026-08-13,35.3,35,mean,34.72,F,0.58,WIN,94-95°F
"Houston, US",2026-08-13,35.61,35,modifisert,34.72,F,0.89,WIN,94-95°F
"Houston, US",2026-08-13,35.3,34,p5,34.72,F,0.58,LOSS,94-95°F
"Houston, US",2026-08-13,35.3,34,sigma,34.72,F,0.58,LOSS,94-95°F
"Istanbul, TR",2026-08-13,26.7,27,mean,27.0,C,-0.3,WIN,27.0°C
"Istanbul, TR",2026-08-13,27.13,28,modifisert,27.0,C,0.13,LOSS,27.0°C
"Istanbul, TR",2026-08-13,26.7,25,p5,27.0,C,-0.3,LOSS,27.0°C
"Istanbul, TR",2026-08-13,26.7,25,sigma,27.0,C,-0.3,LOSS,27.0°C
"Jeddah, SA",2026-08-13,39.5,40,mean,39.0,C,0.5,LOSS,39.0°C
"Jeddah, SA",2026-08-13,40.0,40,modifisert,39.0,C,1.0,LOSS,39.0°C
"Jeddah, SA",2026-08-13,39.5,36,p5,39.0,C,0.5,LOSS,39.0°C
"Jeddah, SA",2026-08-13,39.5,37,sigma,39.0,C,0.5,LOSS,39.0°C
"Karachi, PK",2026-08-13,32.6,33,mean,33.0,C,-0.4,WIN,33.0°C
"Karachi, PK",2026-08-13,32.86,33,modifisert,33.0,C,-0.14,WIN,33.0°C
"Karachi, PK",2026-08-13,32.6,31,p5,33.0,C,-0.4,LOSS,33.0°C
"Karachi, PK",2026-08-13,32.6,31,sigma,33.0,C,-0.4,LOSS,33.0°C
"London, UK",2026-08-13,35.3,35,mean,34.0,C,1.3,LOSS,34.0°C
"London, UK",2026-08-13,35.48,36,modifisert,34.0,C,1.48,LOSS,34.0°C
"London, UK",2026-08-13,35.3,34,p5,34.0,C,1.3,WIN,34.0°C
"London, UK",2026-08-13,35.3,34,sigma,34.0,C,1.3,WIN,34.0°C
"Los Angeles, US",2026-08-13,26.2,26,mean,24.72,F,1.48,LOSS,76-77°F
"Los Angeles, US",2026-08-13,24.87,24,modifisert,24.72,F,0.15,LOSS,76-77°F
"Los Angeles, US",2026-08-13,26.2,23,p5,24.72,F,1.48,LOSS,76-77°F
"Los Angeles, US",2026-08-13,26.2,24,sigma,24.72,F,1.48,LOSS,76-77°F
"Lucknow, IN",2026-08-13,34.9,35,mean,35.0,C,-0.1,WIN,35.0°C
"Lucknow, IN",2026-08-13,34.61,34,modifisert,35.0,C,-0.39,LOSS,35.0°C
"Lucknow, IN",2026-08-13,34.9,32,p5,35.0,C,-0.1,LOSS,35.0°C
"Lucknow, IN",2026-08-13,34.9,33,sigma,35.0,C,-0.1,LOSS,35.0°C
"Madrid, ES",2026-08-13,38.6,39,mean,40.0,C,-1.4,LOSS,40.0°C
"Madrid, ES",2026-08-13,38.58,40,modifisert,40.0,C,-1.42,WIN,40.0°C
"Madrid, ES",2026-08-13,38.6,38,p5,40.0,C,-1.4,LOSS,40.0°C
"Madrid, ES",2026-08-13,38.6,38,sigma,40.0,C,-1.4,LOSS,40.0°C
"Mexico City, MX",2026-08-13,25.3,25,mean,26.0,C,-0.7,LOSS,26.0°C
"Mexico City, MX",2026-08-13,25.88,26,modifisert,26.0,C,-0.12,WIN,26.0°C
"Mexico City, MX",2026-08-13,25.3,23,p5,26.0,C,-0.7,LOSS,26.0°C
"Mexico City, MX",2026-08-13,25.3,24,sigma,26.0,C,-0.7,LOSS,26.0°C
"Miami, US",2026-08-13,32.7,33,mean,34.72,F,-2.02,LOSS,94-95°F
"Miami, US",2026-08-13,33.2,34,modifisert,34.72,F,-1.52,LOSS,94-95°F
"Miami, US",2026-08-13,32.7,31,p5,34.72,F,-2.02,LOSS,94-95°F
"Miami, US",2026-08-13,32.7,32,sigma,34.72,F,-2.02,LOSS,94-95°F
"Milan, IT",2026-08-13,34.9,35,mean,35.0,C,-0.1,WIN,35.0°C
"Milan, IT",2026-08-13,35.02,35,modifisert,35.0,C,0.02,WIN,35.0°C
"Milan, IT",2026-08-13,34.9,32,p5,35.0,C,-0.1,LOSS,35.0°C
"Milan, IT",2026-08-13,34.9,33,sigma,35.0,C,-0.1,LOSS,35.0°C
"Moscow, RU",2026-08-13,15.0,15,mean,14.0,C,1.0,LOSS,14.0°C
"Moscow, RU",2026-08-13,14.66,15,modifisert,14.0,C,0.66,LOSS,14.0°C
"Moscow, RU",2026-08-13,15.0,14,p5,14.0,C,1.0,WIN,14.0°C
"Moscow, RU",2026-08-13,15.0,14,sigma,14.0,C,1.0,WIN,14.0°C
"Munich, DE",2026-08-13,28.9,29,mean,31.0,C,-2.1,LOSS,31.0°C
"Munich, DE",2026-08-13,29.9,32,modifisert,31.0,C,-1.1,LOSS,31.0°C
"Munich, DE",2026-08-13,28.9,27,p5,31.0,C,-2.1,LOSS,31.0°C
"Munich, DE",2026-08-13,28.9,28,sigma,31.0,C,-2.1,LOSS,31.0°C
"New York, US",2026-08-13,30.2,30,mean,30.28,F,-0.08,WIN,86-87°F
"New York, US",2026-08-13,30.37,30,modifisert,30.28,F,0.09,WIN,86-87°F
"New York, US",2026-08-13,30.2,29,p5,30.28,F,-0.08,LOSS,86-87°F
"New York, US",2026-08-13,30.2,29,sigma,30.28,F,-0.08,LOSS,86-87°F
"Panama City, PA",2026-08-13,32.2,32,mean,34.0,C,-1.8,LOSS,34.0°C
"Panama City, PA",2026-08-13,33.21,35,modifisert,34.0,C,-0.79,LOSS,34.0°C
"Panama City, PA",2026-08-13,32.2,30,p5,34.0,C,-1.8,LOSS,34.0°C
"Panama City, PA",2026-08-13,32.2,31,sigma,34.0,C,-1.8,LOSS,34.0°C
"Paris, FR",2026-08-13,36.6,37,mean,38.0,C,-1.4,LOSS,38.0°C
"Paris, FR",2026-08-13,37.49,37,modifisert,38.0,C,-0.51,LOSS,38.0°C
"Paris, FR",2026-08-13,36.6,35,p5,38.0,C,-1.4,LOSS,38.0°C
"Paris, FR",2026-08-13,36.6,35,sigma,38.0,C,-1.4,LOSS,38.0°C
"San Francisco, US",2026-08-13,19.3,19,mean,21.39,F,-2.09,LOSS,70-71°F
"San Francisco, US",2026-08-13,19.07,20,modifisert,21.39,F,-2.32,LOSS,70-71°F
"San Francisco, US",2026-08-13,19.3,17,p5,21.39,F,-2.09,LOSS,70-71°F
"San Francisco, US",2026-08-13,19.3,18,sigma,21.39,F,-2.09,LOSS,70-71°F
"Sao Paulo, BR",2026-08-13,28.8,29,mean,30.0,C,-1.2,LOSS,30.0°C
"Sao Paulo, BR",2026-08-13,29.59,30,modifisert,30.0,C,-0.41,WIN,30.0°C
"Sao Paulo, BR",2026-08-13,28.8,28,p5,30.0,C,-1.2,LOSS,30.0°C
"Sao Paulo, BR",2026-08-13,28.8,28,sigma,30.0,C,-1.2,LOSS,30.0°C
"Seattle, US",2026-08-13,26.1,26,mean,26.94,F,-0.84,LOSS,80-81°F
"Seattle, US",2026-08-13,26.35,27,modifisert,26.94,F,-0.59,WIN,80-81°F
"Seattle, US",2026-08-13,26.1,24,p5,26.94,F,-0.84,LOSS,80-81°F
"Seattle, US",2026-08-13,26.1,25,sigma,26.94,F,-0.84,LOSS,80-81°F
"Seoul (Incheon), KR",2026-08-13,29.8,30,mean,31.0,C,-1.2,LOSS,31.0°C
"Seoul (Incheon), KR",2026-08-13,29.98,31,modifisert,31.0,C,-1.02,WIN,31.0°C
"Seoul (Incheon), KR",2026-08-13,29.8,27,p5,31.0,C,-1.2,LOSS,31.0°C
"Seoul (Incheon), KR",2026-08-13,29.8,28,sigma,31.0,C,-1.2,LOSS,31.0°C
"Tel Aviv, IL",2026-08-13,33.7,34,mean,34.0,C,-0.3,WIN,34.0°C
"Tel Aviv, IL",2026-08-13,33.36,33,modifisert,34.0,C,-0.64,LOSS,34.0°C
"Tel Aviv, IL",2026-08-13,33.7,32,p5,34.0,C,-0.3,LOSS,34.0°C
"Tel Aviv, IL",2026-08-13,33.7,32,sigma,34.0,C,-0.3,LOSS,34.0°C
"Tokyo, JP",2026-08-13,28.4,28,mean,28.0,C,0.4,WIN,28.0°C
"Tokyo, JP",2026-08-13,27.74,28,modifisert,28.0,C,-0.26,WIN,28.0°C
"Tokyo, JP",2026-08-13,28.4,26,p5,28.0,C,0.4,LOSS,28.0°C
"Tokyo, JP",2026-08-13,28.4,27,sigma,28.0,C,0.4,LOSS,28.0°C
"Toronto, CA",2026-08-13,27.6,28,mean,28.0,C,-0.4,WIN,28.0°C
"Toronto, CA",2026-08-13,27.94,28,modifisert,28.0,C,-0.06,WIN,28.0°C
"Toronto, CA",2026-08-13,27.6,26,p5,28.0,C,-0.4,LOSS,28.0°C
"Toronto, CA",2026-08-13,27.6,26,sigma,28.0,C,-0.4,LOSS,28.0°C
"Warsaw, PL",2026-08-13,22.7,23,mean,23.0,C,-0.3,WIN,23.0°C
"Warsaw, PL",2026-08-13,22.83,23,modifisert,23.0,C,-0.17,WIN,23.0°C
"Warsaw, PL",2026-08-13,22.7,21,p5,23.0,C,-0.3,LOSS,23.0°C
"Warsaw, PL",2026-08-13,22.7,21,sigma,23.0,C,-0.3,LOSS,23.0°C
"Wellington, NZ",2026-08-13,14.0,14,mean,15.0,C,-1.0,LOSS,15.0°C
"Wellington, NZ",2026-08-13,14.35,15,modifisert,15.0,C,-0.65,WIN,15.0°C
"Wellington, NZ",2026-08-13,14.0,13,p5,15.0,C,-1.0,LOSS,15.0°C
"Wellington, NZ",2026-08-13,14.0,13,sigma,15.0,C,-1.0,LOSS,15.0°C
"Amsterdam, NL",2026-08-14,32.4,32,mean,34.0,C,-1.6,LOSS,34.0°C
"Amsterdam, NL",2026-08-14,32.99,34,modifisert,34.0,C,-1.01,WIN,34.0°C
"Amsterdam, NL",2026-08-14,32.4,30,p5,34.0,C,-1.6,LOSS,34.0°C
"Amsterdam, NL",2026-08-14,32.4,31,sigma,34.0,C,-1.6,LOSS,34.0°C
"Ankara, TR",2026-08-14,26.9,27,mean,27.0,C,-0.1,WIN,27.0°C
"Ankara, TR",2026-08-14,26.81,27,modifisert,27.0,C,-0.19,WIN,27.0°C
"Ankara, TR",2026-08-14,26.9,26,p5,27.0,C,-0.1,LOSS,27.0°C
"Ankara, TR",2026-08-14,26.9,26,sigma,27.0,C,-0.1,LOSS,27.0°C
"Atlanta, US",2026-08-14,33.5,34,mean,34.72,F,-1.22,LOSS,94-95°F
"Atlanta, US",2026-08-14,34.19,35,modifisert,34.72,F,-0.53,WIN,94-95°F
"Atlanta, US",2026-08-14,33.5,31,p5,34.72,F,-1.22,LOSS,94-95°F
"Atlanta, US",2026-08-14,33.5,32,sigma,34.72,F,-1.22,LOSS,94-95°F
"Austin, US",2026-08-14,35.4,35,mean,35.83,F,-0.43,LOSS,96-97°F
"Austin, US",2026-08-14,35.95,37,modifisert,35.83,F,0.12,LOSS,96-97°F
"Austin, US",2026-08-14,35.4,34,p5,35.83,F,-0.43,LOSS,96-97°F
"Austin, US",2026-08-14,35.4,34,sigma,35.83,F,-0.43,LOSS,96-97°F
"Beijing, CN",2026-08-14,31.1,31,mean,32.0,C,-0.9,LOSS,32.0°C
"Beijing, CN",2026-08-14,31.44,32,modifisert,32.0,C,-0.56,WIN,32.0°C
"Beijing, CN",2026-08-14,31.1,30,p5,32.0,C,-0.9,LOSS,32.0°C
"Beijing, CN",2026-08-14,31.1,30,sigma,32.0,C,-0.9,LOSS,32.0°C
"Buenos Aires, AR",2026-08-14,13.1,13,mean,14.0,C,-0.9,LOSS,14.0°C
"Buenos Aires, AR",2026-08-14,13.13,14,modifisert,14.0,C,-0.87,WIN,14.0°C
"Buenos Aires, AR",2026-08-14,13.1,12,p5,14.0,C,-0.9,LOSS,14.0°C
"Buenos Aires, AR",2026-08-14,13.1,12,sigma,14.0,C,-0.9,LOSS,14.0°C
"Busan, KR",2026-08-14,31.1,31,mean,32.0,C,-0.9,LOSS,32.0°C
"Busan, KR",2026-08-14,31.8,33,modifisert,32.0,C,-0.2,LOSS,32.0°C
"Busan, KR",2026-08-14,31.1,29,p5,32.0,C,-0.9,LOSS,32.0°C
"Busan, KR",2026-08-14,31.1,30,sigma,32.0,C,-0.9,LOSS,32.0°C
"Cape Town, ZA",2026-08-14,17.2,17,mean,17.0,C,0.2,WIN,17.0°C
"Cape Town, ZA",2026-08-14,18.49,19,modifisert,17.0,C,1.49,LOSS,17.0°C
"Cape Town, ZA",2026-08-14,17.2,16,p5,17.0,C,0.2,LOSS,17.0°C
"Cape Town, ZA",2026-08-14,17.2,16,sigma,17.0,C,0.2,LOSS,17.0°C
"Chengdu, CN",2026-08-14,34.4,34,mean,37.0,C,-2.6,LOSS,37.0°C
"Chengdu, CN",2026-08-14,35.62,37,modifisert,37.0,C,-1.38,WIN,37.0°C
"Chengdu, CN",2026-08-14,34.4,33,p5,37.0,C,-2.6,LOSS,37.0°C
"Chengdu, CN",2026-08-14,34.4,33,sigma,37.0,C,-2.6,LOSS,37.0°C
"Chicago, US",2026-08-14,25.8,26,mean,26.94,F,-1.14,LOSS,80-81°F
"Chicago, US",2026-08-14,25.98,26,modifisert,26.94,F,-0.96,LOSS,80-81°F
"Chicago, US",2026-08-14,25.8,24,p5,26.94,F,-1.14,LOSS,80-81°F
"Chicago, US",2026-08-14,25.8,25,sigma,26.94,F,-1.14,LOSS,80-81°F
"Chongqing, CN",2026-08-14,33.6,34,mean,36.0,C,-2.4,LOSS,36.0°C
"Chongqing, CN",2026-08-14,34.5,36,modifisert,36.0,C,-1.5,WIN,36.0°C
"Chongqing, CN",2026-08-14,33.6,33,p5,36.0,C,-2.4,LOSS,36.0°C
"Chongqing, CN",2026-08-14,33.6,33,sigma,36.0,C,-2.4,LOSS,36.0°C
"Dallas, US",2026-08-14,38.4,38,mean,38.06,F,0.34,WIN,100-101°F
"Dallas, US",2026-08-14,38.08,37,modifisert,38.06,F,0.02,LOSS,100-101°F
"Dallas, US",2026-08-14,38.4,37,p5,38.06,F,0.34,LOSS,100-101°F
"Dallas, US",2026-08-14,38.4,37,sigma,38.06,F,0.34,LOSS,100-101°F
"Denver, US",2026-08-14,28.6,29,mean,30.28,F,-1.68,LOSS,86-87°F
"Denver, US",2026-08-14,29.74,31,modifisert,30.28,F,-0.54,LOSS,86-87°F
